tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
27615	Kogia breviceps	131760623	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		7	NC_081316.1	66062043	66119770	plus	15		
27615	Kogia breviceps	131758948	0	live	PGM2		phosphoglucomutase 2	phosphopentomutase		6	NC_081315.1	85524059	85559899	minus	14		
48891	Poecile atricapillus	131579180	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		1	NC_081249.1	115942337	115974435	minus	15		
48891	Poecile atricapillus	131578933	0	live	PGM2		phosphoglucomutase 2	phosphopentomutase		4	NC_081252.1	54254833	54276965	minus	14		
2857398	Ammospiza caudacuta	131572046	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		2	NC_080594.1	800713	822469	plus	14		
2857398	Ammospiza caudacuta	131556532	0	live	PGM2		phosphoglucomutase 2	phosphopentomutase		4	NC_080596.1	55749297	55770326	minus	14		
61452	Neofelis nebulosa	131507702	0	live	PGM2		phosphoglucomutase 2	phosphopentomutase		3	NC_080784.1	175654214	175692683	minus	14		
61452	Neofelis nebulosa	131487264	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		10	NC_080791.1	57572155	57620579	plus	14		
77932	Diceros bicornis minor	131409538	0	live	PGM2		phosphoglucomutase 2	phosphopentomutase		8	NC_080747.1	31102721	31143284	plus	14		
77932	Diceros bicornis minor	131408644	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		7	NC_080746.1	56580105	56638633	plus	14		
44398	Melospiza georgiana	131097024	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		2	NC_080431.1	447670	472446	plus	14		
44398	Melospiza georgiana	131084030	0	live	PGM2		phosphoglucomutase 2	phosphopentomutase		5	NC_080434.1	52048183	52066920	minus	14		
269649	Chionomys nivalis	130876417	0	live	Pgm2		phosphoglucomutase 2	phosphopentomutase		6	NC_080091.1	66074222	66097401	plus	16		
269649	Chionomys nivalis	130865326	0	live	Pgm2l1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		23	NC_080108.1	330096	366267	minus	14		
575201	Hippopotamus amphibius kiboko	130861461	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		9	NC_080194.1	44102993	44158199	minus	14		
575201	Hippopotamus amphibius kiboko	130848295	0	live	PGM2		phosphoglucomutase 2	phosphopentomutase		3	NC_080188.1	17668610	17701753	plus	14		
35540	Pezoporus wallicus	130605582	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		Un	NW_026640907.1	435019	474689	minus	14		
35540	Pezoporus wallicus	130598307	0	live	PGM2		phosphoglucomutase 2	phosphopentomutase		Un	NW_026637796.1	2879754	2899215	minus	14		
175006	Malurus melanocephalus	130586828	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		Un	NW_026624563.1	19095	31579	plus	8		
175006	Malurus melanocephalus	130576767	0	live	PGM2		phosphoglucomutase 2	phosphopentomutase		Un	NW_026623383.1	398320	418048	minus	14		
2939378	Oenanthe melanoleuca	130252316	0	live	PGM2		phosphoglucomutase 2	phosphopentomutase		4	NC_079337.1	48421766	48440566	minus	14		
2939378	Oenanthe melanoleuca	130250847	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		1	NC_079333.1	863323	893008	plus	15		
345155	Falco biarmicus	130154959	0	live	PGM2		phosphoglucomutase 2	phosphopentomutase		1	NC_079288.1	99822686	99841873	plus	14		
345155	Falco biarmicus	130144231	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		2	NC_079289.1	1076875	1117881	minus	16		
62283	Sorex fumeus	130033990	0	live	PGM2		phosphoglucomutase 2	phosphopentomutase		Un	NW_026606112.1	5145364	5175571	minus	14		
62283	Sorex fumeus	130025083	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		Un	NW_026606087.1	18581600	18627890	minus	14		
48139	Psammomys obesus	129688859	0	live	Pgm2		phosphoglucomutase 2	phosphopentomutase		Un	NW_026596051.1	45682481	45709136	plus	14		
48139	Psammomys obesus	129688397	0	live	Pgm2l1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		Un	NW_026596046.1	34861255	34905695	plus	14		
3119969	Bubalus kerabau	129657765	0	live	PGM2		phosphoglucomutase 2	phosphopentomutase		7	NC_073630.1	61310126	61352107	plus	16		
3119969	Bubalus kerabau	129629201	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		15	NC_073638.1	54325670	54386374	minus	14		
68408	Moschus berezovskii	129561761	0	live	PGM2		phosphoglucomutase 2	phosphopentomutase		Un	NW_026573585.1	55873940	55912125	minus	14		
68408	Moschus berezovskii	129554665	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		Un	NW_026573148.1	53517195	53577573	minus	14		
34880	Nyctereutes procyonoides	129510178	0	live	PGM2	NYPRO_LOCUS8655	phosphoglucomutase 2	phosphopentomutase		Un	NW_026575047.1	17516512	17559268	plus	16		
34880	Nyctereutes procyonoides	129506802	0	live	PGM2L1	NYPRO_LOCUS5794	phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		Un	NW_026575041.1	3258359	3311995	minus	14		
9590	Symphalangus syndactylus	129484598	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		6	NC_072428.2	54883235	54953142	minus	17		
9590	Symphalangus syndactylus	129464875	0	live	PGM2		phosphoglucomutase 2	phosphopentomutase		16	NC_072438.2	44554352	44590068	plus	14		
9117	Grus americana	129210607	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		1	NC_072852.1	218309192	218362506	plus	16		
9117	Grus americana	129205622	0	live	PGM2		phosphoglucomutase 2	phosphopentomutase		4	NC_072855.1	24993334	25013457	plus	14		
39638	Agelaius phoeniceus	129132105	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		2	NC_071675.1	117941841	117965329	minus	14		
39638	Agelaius phoeniceus	129120987	0	live	PGM2		phosphoglucomutase 2	phosphopentomutase		5	NC_071678.1	50854716	50873478	minus	16		
1884717	Pteronotus mesoamericanus	129077575	0	live	PGM2		phosphoglucomutase 2	phosphopentomutase		Un	NW_026555234.1	22964439	22996826	plus	14		
1884717	Pteronotus mesoamericanus	129072746	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		Un	NW_026555135.1	2191590	2244938	minus	14		
9600	Pongo pygmaeus	129035286	0	live	PGM2		phosphoglucomutase 2	phosphopentomutase		3	NC_072376.2	37188738	37225275	plus	14		
9600	Pongo pygmaeus	129008556	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		9	NC_072382.2	75268521	75340965	minus	18		
1002788	Indicator indicator	128968583	0	live	PGM2		phosphoglucomutase 2	phosphopentomutase		8	NC_072017.1	7351104	7371184	minus	14		
40204	Melozone crissalis	128950633	0	live	PGM2		phosphoglucomutase 2	phosphopentomutase		Un	NW_026535784.1	16567515	16586557	plus	14		
40204	Melozone crissalis	128933358	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		Un	NW_026535787.1	1318254	1337992	plus	14		
75485	Rissa tridactyla	128910741	0	live	PGM2		phosphoglucomutase 2	phosphopentomutase		5	NC_071470.1	16955851	16975842	minus	14		
75485	Rissa tridactyla	128906166	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		1	NC_071466.1	8983262	9025226	plus	15		
118200	Dryobates pubescens	128897467	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		10	NC_071621.1	17632277	17652972	minus	14		
187451	Vidua macroura	128806608	0	live	PGM2		phosphoglucomutase 2	phosphopentomutase		4	NC_071574.1	51602298	51621383	minus	14		
187451	Vidua macroura	128803487	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		2	NC_071572.1	117067722	117094360	minus	14		
81927	Vidua chalybeata	128787293	0	live	PGM2		phosphoglucomutase 2	phosphopentomutase		4	NC_071533.1	50665155	50684156	minus	14		
81927	Vidua chalybeata	128783619	0	live	PGM2L1		phosphoglucomutase 2 like 1	LOW QUALITY PROTEIN: glucose 1,6-bisphosphate synthase		2	NC_071531.1	116195968	116222907	minus	14		
9470	Nycticebus coucang	128575809	0	live	PGM2		phosphoglucomutase 2	phosphopentomutase		23	NC_069802.1	15404692	15447494	minus	16		
9470	Nycticebus coucang	128565061	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		14	NC_069793.1	67384482	67454084	minus	14		
202280	Harpia harpyja	128153206	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		17	NC_068956.1	1362777	1406908	minus	16		
202280	Harpia harpyja	128138785	0	live	PGM2		phosphoglucomutase 2	phosphopentomutase		2	NC_068941.1	64940610	64960160	minus	14		
564181	Peromyscus californicus insignis	128125422	0	live	Pgm2l1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		Un	NW_026294562.1	102532005	102583259	minus	14		
564181	Peromyscus californicus insignis	128108449	0	live	Pgm2		phosphoglucomutase 2	phosphopentomutase		Un	NW_026294424.1	57958809	57990173	plus	15		
109042	Tympanuchus pallidicinctus	128088595	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		Un	NW_026294754.1	1972079	2013650	plus	15		
109042	Tympanuchus pallidicinctus	128080755	0	live	PGM2		phosphoglucomutase 2	phosphopentomutase		Un	NW_026294721.1	20586813	20604190	plus	14		
37181	Budorcas taxicolor	128060544	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		15	NC_068924.1	51837074	51891695	minus	14		
37181	Budorcas taxicolor	128049730	0	live	PGM2		phosphoglucomutase 2	phosphopentomutase		6	NC_068915.1	57614185	57650203	plus	14		
10129	Apodemus sylvaticus	127696176	0	live	Pgm2		phosphoglucomutase 2	phosphopentomutase		11	NC_067482.1	46183338	46211970	minus	14		
10129	Apodemus sylvaticus	127665198	0	live	Pgm2l1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		1	NC_067472.1	105656652	105701490	minus	18		
38775	Antechinus flavipes	127555087	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		3	NC_067400.1	520598860	520674416	plus	14		
38775	Antechinus flavipes	127540045	0	live	PGM2		phosphoglucomutase 2	phosphopentomutase		6	NC_067403.1	27167495	27189492	plus	14		
415023	Manacus candei	127472184	0	live	PGM2		phosphoglucomutase 2	phosphopentomutase		Un	NW_026138076.1	5644772	5666032	plus	16		
415023	Manacus candei	127467498	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		Un	NW_026138062.1	81836113	81866056	minus	15		
8895	Apus apus	127383459	0	live	PGM2		phosphoglucomutase 2	phosphopentomutase		4	NC_067285.1	92016524	92040277	minus	15		
8895	Apus apus	127380146	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		1	NC_067282.1	723637	769250	minus	14		
109678	Phodopus roborovskii	127227956	0	live	Pgm2l1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		Un	NW_026126480.1	12032767	12071359	plus	14		
109678	Phodopus roborovskii	127213567	0	live	Pgm2	PHOROB_LOCUS17364	phosphoglucomutase 2	phosphopentomutase		Un	NW_026126647.1	968051	994047	minus	14		
60746	Acomys russatus	127205630	0	live	Pgm2		phosphoglucomutase 2	phosphopentomutase		22	NC_067158.1	52448515	52479934	plus	14		
60746	Acomys russatus	127191752	0	live	Pgm2l1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		7	NC_067143.1	52173339	52214200	plus	14		
33616	Gymnogyps californianus	127020774	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		1	NC_059471.1	1182812	1238250	minus	15		
33616	Gymnogyps californianus	127015755	0	live	PGM2		phosphoglucomutase 2	phosphopentomutase		4	NC_059474.1	25549144	25570074	plus	14		
257877	Macaca thibetana thibetana	126954887	0	live	PGM2		phosphoglucomutase 2	phosphopentomutase		5	NC_065582.1	148918931	148954509	minus	14		
257877	Macaca thibetana thibetana	126935051	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		14	NC_065591.1	65960817	66021632	minus	15		
478635	Myiozetetes cayanensis	126651981	0	live	PGM2		phosphoglucomutase 2	phosphopentomutase		Un	NW_026087964.1	19499347	19517487	plus	14		
478635	Myiozetetes cayanensis	126649370	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		Un	NW_026087742.1	2006906	2033379	minus	14		
100897	Alexandromys fortis	126508912	0	live	Pgm2l1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		Un	NW_026067967.1	8485096	8519477	plus	15		
100897	Alexandromys fortis	126506384	0	live	Pgm2		phosphoglucomutase 2	phosphopentomutase		Un	NW_026067949.1	21181994	21206700	plus	14		
99487	Elephas maximus indicus	126078972	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		7	NC_064825.1	48119138	48187905	plus	14		
99487	Elephas maximus indicus	126077232	0	live	PGM2		phosphoglucomutase 2	phosphopentomutase		5	NC_064823.1	123147997	123207456	minus	15		
8957	Astur gentilis	126052238	0	live	PGM2		phosphoglucomutase 2	phosphopentomutase		3	NC_064882.1	23457706	23477309	minus	15		
8957	Astur gentilis	126048282	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		19	NC_064898.1	27115837	27156845	plus	15		
109475	Suncus etruscus	126032447	0	live	PGM2		phosphoglucomutase 2	phosphopentomutase		16	NC_064863.1	32215549	32249582	plus	14		
109475	Suncus etruscus	126018149	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		9	NC_064856.1	49596773	49642860	plus	14		
29064	Panthera uncia	125937499	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		D1	NC_064808.1	55258655	55308339	minus	15		
29064	Panthera uncia	125922703	0	live	PGM2		phosphoglucomutase 2	phosphopentomutase		B1	NC_064811.1	30715712	30741219	plus	12		
64668	Lagopus muta	125692216	0	live	PGM2		phosphoglucomutase 2	phosphopentomutase		4	NC_064436.1	50126026	50143216	minus	15		
64668	Lagopus muta	125688077	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		1	NC_064433.1	192785143	192826013	minus	14		
447135	Myodes glareolus	125400907	0	live	Pgm2l1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		Un	NW_025965140.1	330656	374100	minus	14		
447135	Myodes glareolus	125387373	0	live	Pgm2		phosphoglucomutase 2	phosphoglucomutase-2		Un	NW_025965309.1	12464690	12494689	minus	14		
214514	Perognathus longimembris pacificus	125364751	0	live	Pgm2		phosphoglucomutase 2	phosphoglucomutase-2		16	NC_063176.1	37988724	38022444	minus	14		
214514	Perognathus longimembris pacificus	125361675	0	live	Pgm2l1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		13	NC_063173.1	10840986	10881693	plus	14		
134902	Corvus hawaiiensis	125326448	0	live	PGM2		phosphoglucomutase 2	phosphoglucomutase-2		5	NC_063217.1	23390636	23432661	plus	15		
134902	Corvus hawaiiensis	125321918	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		2	NC_063214.1	903858	930803	minus	15		
61388	Prionailurus viverrinus	125177237	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		D1	NC_062570.1	57765181	57815532	plus	14		
61388	Prionailurus viverrinus	125164028	0	live	PGM2		phosphoglucomutase 2	phosphopentomutase		B1	NC_062564.1	174786015	174824922	minus	15		
41426	Phacochoerus africanus	125137632	0	live	PGM2		phosphoglucomutase 2	phosphopentomutase		10	NC_062553.1	29255969	29291460	plus	14		
41426	Phacochoerus africanus	125111189	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		11	NC_062554.1	8087520	8158137	minus	14		
9657	Lutra lutra	125093626	0	live	PGM2		phosphoglucomutase 2	phosphopentomutase		2	NC_062279.1	173143164	173178093	plus	14		
9657	Lutra lutra	125078976	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		10	NC_062287.1	55807834	55858095	plus	14		
30640	Sciurus carolinensis	124994957	0	live	Pgm2		phosphoglucomutase 2	phosphopentomutase		10	NC_062222.1	110243638	110275415	minus	15		
30640	Sciurus carolinensis	124960072	0	live	Pgm2l1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		11	NC_062223.1	76907755	76972612	minus	15		
61384	Lynx rufus	124520184	0	live	PGM2		phosphoglucomutase 2	phosphopentomutase		Un	NW_025814845.1	28429741	28470119	plus	14		
61384	Lynx rufus	124504677	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		Un	NW_025814897.1	57753402	57804155	plus	14		
89248	Equus quagga	124237102	0	live	PGM2		phosphoglucomutase 2	phosphopentomutase		3	NC_060269.1	125230034	125263575	minus	14		
89248	Equus quagga	124225764	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		14	NC_060280.1	28994711	29058725	minus	15		
9995	Marmota monax	124094230	0	live	Pgm2		phosphoglucomutase 2	phosphopentomutase		Un	NW_026691950.1	249083	280029	plus	15		
9995	Marmota monax	124091034	0	live	Pgm2l1	K8944_020007298sp01	phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		Un	NW_026692352.1	4776538	4838103	minus	14		
9662	Meles meles	123948211	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		8	NC_060073.1	61727461	61779598	minus	14		
9662	Meles meles	123935363	0	live	PGM2		phosphoglucomutase 2	phosphoglucomutase-2		2	NC_060067.1	37529415	37571363	minus	15		
9716	Mirounga angustirostris	123856504	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		Un	NW_026991721.1	54950100	55063055	plus	19		
9716	Mirounga angustirostris	123848648	0	live	PGM2		phosphoglucomutase 2	phosphopentomutase		Un	NW_026991710.1	31328084	31365739	plus	15		
9423	Phyllostomus hastatus	123815773	0	live	PGM2		phosphoglucomutase 2	phosphoglucomutase-2		Un	NW_025333709.1	22669433	22698181	plus	14		
9423	Phyllostomus hastatus	123805479	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		Un	NW_025334023.1	3086191	3133587	minus	14		
9643	Ursus americanus	123804283	0	live	PGM2		phosphoglucomutase 2	phosphoglucomutase-2		Un	NW_025578111.1	1436022	1469321	minus	14		
9643	Ursus americanus	123804192	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		Un	NW_025578108.1	3973242	4020507	plus	14		
9447	Lemur catta	123641044	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		7	NC_059134.1	58086494	58133127	plus	14		
9447	Lemur catta	123637360	0	live	PGM2		phosphoglucomutase 2	phosphoglucomutase-2		4	NC_059131.1	105476013	105506981	plus	15		
46844	Leopardus geoffroyi	123601176	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		D1	NC_059329.1	57507306	57557314	plus	14		
46844	Leopardus geoffroyi	123596076	0	live	PGM2		phosphoglucomutase 2	phosphoglucomutase-2		B1	NC_059327.1	174035807	174075105	minus	14		
191870	Gracilinanus agilis	123252021	0	live	PGM2		phosphoglucomutase 2	phosphoglucomutase-2		6	NC_058135.1	178243914	178271767	minus	14		
191870	Gracilinanus agilis	123240503	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		3	NC_058132.1	95210724	95271409	minus	14		
452646	Neogale vison	122912588	0	live	PGM2L1	PGM2L	phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase|Glucose 1,6-bisphosphate synthase		7	NC_058097.1	148911789	148962530	plus	14		
452646	Neogale vison	122889521	0	live	PGM2		phosphoglucomutase 2	phosphoglucomutase-2		11	NC_058101.1	37033727	37069046	minus	14		
33562	Dromiciops gliroides	122751435	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		3	NC_057863.1	544970028	545034923	minus	14		
33562	Dromiciops gliroides	122732978	0	live	PGM2		phosphoglucomutase 2	phosphoglucomutase-2		6	NC_057866.1	111545501	111582152	plus	14		
9860	Cervus elaphus	122696862	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		1	NC_057815.1	67502508	67562536	minus	14		
9860	Cervus elaphus	122673345	0	live	PGM2		phosphoglucomutase 2	phosphoglucomutase-2		17	NC_057831.1	56136363	56174304	plus	14		
37029	Prionailurus bengalensis	122483347	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		D1	NC_057346.1	57661275	57711425	plus	14		
37029	Prionailurus bengalensis	122478957	0	live	PGM2		phosphoglucomutase 2	phosphoglucomutase-2		B1	NC_057344.1	174797447	174837036	minus	14		
1574408	Cervus canadensis	122449729	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		11	NC_057396.1	48880245	48940253	minus	14		
1574408	Cervus canadensis	122422211	0	live	PGM2		phosphoglucomutase 2	phosphoglucomutase-2		19	NC_057404.1	8931023	8968655	minus	14		
9689	Panthera leo	122218326	0	live	PGM2		phosphoglucomutase 2	phosphoglucomutase-2		B1	NC_056682.1	173365427	173404341	minus	14		
9689	Panthera leo	122199505	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		D1	NC_056688.1	57300592	57351985	plus	15		
30410	Lagopus leucura	122190722	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		Un	NW_024962652.1	10653	26683	minus	11		
30410	Lagopus leucura	122179862	0	live	PGM2		phosphoglucomutase 2	phosphoglucomutase-2		Un	NW_024962264.1	49232850	49250252	minus	14		
9002	Centrocercus urophasianus	122171147	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		Un	NW_024885451.1	6703	24232	minus	11		
9002	Centrocercus urophasianus	122156783	0	live	PGM2		phosphoglucomutase 2	phosphoglucomutase-2		Un	NW_024884475.1	20491653	20509101	plus	14		
105255	Dipodomys spectabilis	122116365	0	live	Pgm2l1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		Un	NW_024870680.1	14488527	14526635	plus	14		
105255	Dipodomys spectabilis	122106884	0	live	Pgm2		phosphoglucomutase 2	phosphoglucomutase-2		Un	NW_024870720.1	6281588	6310033	plus	14		
68294	Corvus kubaryi	121676585	0	live	PGM2		phosphoglucomutase 2	phosphoglucomutase-2		Un	NW_024582073.1	9520820	9541262	minus	14		
68294	Corvus kubaryi	121669357	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		Un	NW_024581130.1	10971179	10997837	plus	15		
494514	Vulpes lagopus	121489825	0	live	PGM2		phosphoglucomutase 2	phosphoglucomutase-2		4	NC_054827.1	134690380	134728365	minus	14		
494514	Vulpes lagopus	121476449	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		15	NC_054838.1	25666607	25719244	minus	14		
111838	Microtus oregoni	121460811	0	live	Pgm2		phosphoglucomutase 2	phosphoglucomutase-2		Un	NW_024543080.1	30263127	30287288	minus	14		
221976	Pyrgilauda ruficollis	121349687	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		Un	NW_024512877.1	177754	204030	plus	14		
221976	Pyrgilauda ruficollis	121348769	0	live	PGM2		phosphoglucomutase 2	phosphoglucomutase-2		Un	NW_024508100.1	17396234	17418365	plus	14		
356909	Onychostruthus taczanowskii	121335217	0	live	PGM2		phosphoglucomutase 2	phosphoglucomutase-2		Un	NW_024499239.1	8370979	8389785	minus	14		
356909	Onychostruthus taczanowskii	121333612	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		Un	NW_024498929.1	443759	470184	minus	14		
130825	Ochotona curzoniae	121146826	0	live	PGM2		phosphoglucomutase 2	phosphoglucomutase-2		Un	NW_024467118.1	22311156	22388766	plus	14		
130825	Ochotona curzoniae	121145228	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		Un	NW_024467108.1	4154936	4202539	minus	15		
148594	Falco naumanni	121085235	0	live	PGM2		phosphoglucomutase 2	phosphoglucomutase-2		1	NC_054054.1	27621664	27640702	minus	14		
148594	Falco naumanni	121083204	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		2	NC_054055.1	773055	817471	minus	16		
8869	Cygnus olor	121070097	0	live	PGM2		phosphoglucomutase 2	phosphoglucomutase-2		4	NC_049172.1	54257347	54276013	minus	14		
8869	Cygnus olor	121057173	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		1	NC_049169.1	208144853	208181800	plus	15		
1608482	Puma yagouaroundi	121039271	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		Un	NW_024412411.1	3929940	3980519	minus	14		
1608482	Puma yagouaroundi	121037036	0	live	PGM2		phosphoglucomutase 2	phosphoglucomutase-2		Un	NW_024412376.1	137049650	137089383	minus	14		
59534	Oryx dammah	120876761	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		Un	NW_024070201.1	51457501	51517753	minus	14		
59534	Oryx dammah	120862027	0	live	PGM2		phosphoglucomutase 2	phosphoglucomutase-2		Un	NW_024070187.1	56638389	56676530	plus	14		
43150	Hirundo rustica	120765169	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		2	NC_053451.1	178627	204925	minus	14		
43150	Hirundo rustica	120753419	0	live	PGM2		phosphoglucomutase 2	phosphopentomutase		5	NC_053454.1	22189911	22208644	plus	14		
143291	Pteropus medius	120591102	0	live	PGM2		phosphoglucomutase 2	phosphoglucomutase-2		Un	NW_024352786.1	9951227	9982876	minus	14		
143291	Pteropus medius	120590341	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		Un	NW_024352784.1	4514506	4566421	minus	14		
9160	Passer montanus	120497470	0	live	PGM2		phosphoglucomutase 2	phosphoglucomutase-2		Un	NW_024359832.1	6830054	6849965	minus	14		
9160	Passer montanus	120496488	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		Un	NW_024358278.1	353267	376806	plus	15		
95912	Hyaena hyaena	120229647	0	live	PGM2L1		phosphoglucomutase 2 like 1	glucose 1,6-bisphosphate synthase		Un	NW_024080665.1	963213	1008068	minus	14		
